id,page_path,text,kind,status,latency_ms,p50_ms,p95_ms,slow,broken,url_before,url_after,skip_reason,error,console_errors,network_errors
"sostenibilidad-fundacion-ficohsa__003-conoce-nuestros-logros","/sostenibilidad/fundacion-ficohsa","Conoce nuestros logros","cta-link","ok",942,942,942,false,false,"https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa","https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa/logros-en-cifras","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; jQuery is not defined; Cannot read properties of undefined (reading 'addEventListener'); The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-tu-conciencia-financiera__000-acerca-de-ficohsa","/sostenibilidad/tu-conciencia-financiera","Acerca de Ficohsa","role-button","ok",605,605,605,false,false,"https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-tu-conciencia-financiera__001-sostenibilidad","/sostenibilidad/tu-conciencia-financiera","Sostenibilidad","role-button","ok",561,561,561,false,false,"https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-tu-conciencia-financiera__002-conoce-mas","/sostenibilidad/tu-conciencia-financiera","Conoce más","cta-link","ok",975,975,975,false,false,"https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera/articulos","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener'); The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-tu-conciencia-financiera__003-escuchalo-aqui","/sostenibilidad/tu-conciencia-financiera","Escúchalo aquí","cta-link","skipped",0,"","",false,false,"https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","https://www.grupoficohsa.com/sostenibilidad/tu-conciencia-financiera","CTA externo (tr.ee) — fuera de alcance","","",""
"sostenibilidad-mujeres-adelante__000-acerca-de-ficohsa","/sostenibilidad/mujeres-adelante","Acerca de Ficohsa","role-button","ok",1121,1121,1121,false,false,"https://www.grupoficohsa.com/sostenibilidad/mujeres-adelante","https://www.grupoficohsa.com/sostenibilidad/mujeres-adelante","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-mujeres-adelante__001-sostenibilidad","/sostenibilidad/mujeres-adelante","Sostenibilidad","role-button","ok",1244,1244,1244,false,false,"https://www.grupoficohsa.com/sostenibilidad/mujeres-adelante","https://www.grupoficohsa.com/sostenibilidad/mujeres-adelante","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-mujeres-adelante__002-quiero-saber-mas","/sostenibilidad/mujeres-adelante","Quiero saber más","cta-link","ok",1111,1111,1111,false,false,"https://www.grupoficohsa.com/sostenibilidad/mujeres-adelante","https://www.grupoficohsa.com/sostenibilidad/mujeres-adelante/donde-estamos","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener'); The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Cannot read properties of undefined (reading 'addEventListener')",""
"sostenibilidad-de-mi-tierra__000-previous","/sostenibilidad/de-mi-tierra","Previous","button","ok",847,847,847,false,false,"https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Failed to load resource: the server responded with a status of 404 (); Cannot read properties of undefined (reading 'addEventListener'); Failed to load resource: the server responded with a status of 404 ()","404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg; 404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg"
"sostenibilidad-de-mi-tierra__001-next","/sostenibilidad/de-mi-tierra","Next","button","ok",861,861,861,false,false,"https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Failed to load resource: the server responded with a status of 404 (); Cannot read properties of undefined (reading 'addEventListener'); Failed to load resource: the server responded with a status of 404 ()","404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg; 404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg"
"sostenibilidad-de-mi-tierra__002-acerca-de-ficohsa","/sostenibilidad/de-mi-tierra","Acerca de Ficohsa","role-button","ok",1151,1151,1151,false,false,"https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Failed to load resource: the server responded with a status of 404 (); Cannot read properties of undefined (reading 'addEventListener'); Failed to load resource: the server responded with a status of 404 ()","404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg; 404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg"
"sostenibilidad-de-mi-tierra__003-sostenibilidad","/sostenibilidad/de-mi-tierra","Sostenibilidad","role-button","ok",1121,1121,1121,false,false,"https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","https://www.grupoficohsa.com/sostenibilidad/de-mi-tierra","","","The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy.; Failed to load resource: the server responded with a status of 404 (); Cannot read properties of undefined (reading 'addEventListener'); Failed to load resource: the server responded with a status of 404 ()","404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg; 404 https://www.grupoficohsa.com/content/dam/corporativo-site/de-mi-tierra/im%C3%A1genes-de-proyectos/img12.jpg"
